"subject id","activity","signal name","mean","std"
25,"standing","fBodyBodyGyroJerkMag",-0.984,-0.9831
25,"walking","fBodyBodyGyroJerkMag",-0.7703,-0.7574
25,"walking downstairs","fBodyBodyGyroJerkMag",-0.687,-0.693
25,"walking upstairs","fBodyBodyGyroJerkMag",-0.8224,-0.8411
26,"laying","tBodyAcc X",0.2716,-0.9694
26,"sitting","tBodyAcc X",0.2582,-0.9798
26,"standing","tBodyAcc X",0.2811,-0.9931
26,"walking","tBodyAcc X",0.2793,-0.3402
26,"walking downstairs","tBodyAcc X",0.2793,0.174
26,"walking upstairs","tBodyAcc X",0.2727,-0.169
26,"laying","tBodyAcc Y",-0.0192,-0.9832
26,"sitting","tBodyAcc Y",-0.0071,-0.9408
26,"standing","tBodyAcc Y",-0.0167,-0.9495
26,"walking","tBodyAcc Y",-0.0154,-0.1364
26,"walking downstairs","tBodyAcc Y",-0.0126,-0.0116
26,"walking upstairs","tBodyAcc Y",-0.0282,-0.0492
26,"laying","tBodyAcc Z",-0.105,-0.9845
26,"sitting","tBodyAcc Z",-0.0974,-0.95
26,"standing","tBodyAcc Z",-0.1102,-0.963
26,"walking","tBodyAcc Z",-0.1089,-0.3335
26,"walking downstairs","tBodyAcc Z",-0.1064,-0.2848
26,"walking upstairs","tBodyAcc Z",-0.1219,-0.4046
26,"laying","tGravityAcc X",-0.6213,-0.9445
26,"sitting","tGravityAcc X",0.783,-0.9651
26,"standing","tGravityAcc X",0.9655,-0.9927
26,"walking","tGravityAcc X",0.9606,-0.9801
26,"walking downstairs","tGravityAcc X",0.9468,-0.9627
26,"walking upstairs","tGravityAcc X",0.9421,-0.962
26,"laying","tGravityAcc Y",0.803,-0.9879
26,"sitting","tGravityAcc Y",0.2231,-0.9493
26,"standing","tGravityAcc Y",-0.1403,-0.967
26,"walking","tGravityAcc Y",-0.1339,-0.969
26,"walking downstairs","tGravityAcc Y",-0.0799,-0.9354
26,"walking upstairs","tGravityAcc Y",-0.2462,-0.9379
26,"laying","tGravityAcc Z",0.6145,-0.9841
26,"sitting","tGravityAcc Z",0.3144,-0.9446
26,"standing","tGravityAcc Z",0.0884,-0.9642
26,"walking","tGravityAcc Z",0.1087,-0.9662
26,"walking downstairs","tGravityAcc Z",0.1539,-0.9331
26,"walking upstairs","tGravityAcc Z",-0.002,-0.9296
26,"laying","tBodyAccJerk X",0.0867,-0.9893
26,"sitting","tBodyAccJerk X",0.0764,-0.9923
26,"standing","tBodyAccJerk X",0.0754,-0.9905
26,"walking","tBodyAccJerk X",0.0652,-0.3285
26,"walking downstairs","tBodyAccJerk X",0.1115,-0.1281
26,"walking upstairs","tBodyAccJerk X",0.0756,-0.2909
26,"laying","tBodyAccJerk Y",0.0124,-0.9872
26,"sitting","tBodyAccJerk Y",0.0069,-0.9862
26,"standing","tBodyAccJerk Y",0.0082,-0.9759
26,"walking","tBodyAccJerk Y",0.0197,-0.2619
26,"walking downstairs","tBodyAccJerk Y",-0.0071,-0.0864
26,"walking upstairs","tBodyAccJerk Y",0.0021,-0.3998
26,"laying","tBodyAccJerk Z",-0.0061,-0.9891
26,"sitting","tBodyAccJerk Z",-0.0078,-0.99
26,"standing","tBodyAccJerk Z",-0.0022,-0.9867
26,"walking","tBodyAccJerk Z",-0.0062,-0.3975
26,"walking downstairs","tBodyAccJerk Z",-0.0119,-0.3793
26,"walking upstairs","tBodyAccJerk Z",-0.0117,-0.678
26,"laying","tBodyGyro X",-0.0171,-0.9903
26,"sitting","tBodyGyro X",-0.037,-0.991
26,"standing","tBodyGyro X",-0.0245,-0.9738
26,"walking","tBodyGyro X",-0.0033,-0.4929
26,"walking downstairs","tBodyGyro X",-0.0108,-0.3313
26,"walking upstairs","tBodyGyro X",-0.0248,-0.5503
26,"laying","tBodyGyro Y",-0.0903,-0.9793
26,"sitting","tBodyGyro Y",-0.0841,-0.9734
26,"standing","tBodyGyro Y",-0.0731,-0.9824
26,"walking","tBodyGyro Y",-0.0842,-0.5757
26,"walking downstairs","tBodyGyro Y",-0.1004,-0.4734
26,"walking upstairs","tBodyGyro Y",-0.0658,-0.6031
26,"laying","tBodyGyro Z",0.1524,-0.9693
26,"sitting","tBodyGyro Z",0.0711,-0.9664
26,"standing","tBodyGyro Z",0.0777,-0.9749
26,"walking","tBodyGyro Z",0.0851,-0.3545
26,"walking downstairs","tBodyGyro Z",0.0822,-0.3321
26,"walking upstairs","tBodyGyro Z",0.0721,-0.3091
26,"laying","tBodyGyroJerk X",-0.1004,-0.9927
26,"sitting","tBodyGyroJerk X",-0.096,-0.9959
26,"standing","tBodyGyroJerk X",-0.1004,-0.9785
26,"walking","tBodyGyroJerk X",-0.0994,-0.4174
26,"walking downstairs","tBodyGyroJerk X",-0.0992,-0.1708
26,"walking upstairs","tBodyGyroJerk X",-0.0976,-0.5158
26,"laying","tBodyGyroJerk Y",-0.0397,-0.9891
26,"sitting","tBodyGyroJerk Y",-0.0403,-0.9931
26,"standing","tBodyGyroJerk Y",-0.0409,-0.9898
26,"walking","tBodyGyroJerk Y",-0.0457,-0.587
26,"walking downstairs","tBodyGyroJerk Y",-0.0373,-0.5472
26,"walking upstairs","tBodyGyroJerk Y",-0.0386,-0.7252
26,"laying","tBodyGyroJerk Z",-0.0712,-0.9938
26,"sitting","tBodyGyroJerk Z",-0.0488,-0.9919
26,"standing","tBodyGyroJerk Z",-0.0533,-0.986
26,"walking","tBodyGyroJerk Z",-0.0492,-0.4855
26,"walking downstairs","tBodyGyroJerk Z",-0.0511,-0.359
26,"walking upstairs","tBodyGyroJerk Z",-0.0596,-0.5564
26,"laying","tBodyAccMag",-0.9768,-0.9644
26,"sitting","tBodyAccMag",-0.9531,-0.9336
26,"standing","tBodyAccMag",-0.9685,-0.9627
26,"walking","tBodyAccMag",-0.2234,-0.4218
26,"walking downstairs","tBodyAccMag",0.1144,0.147
26,"walking upstairs","tBodyAccMag",-0.1429,-0.1507
26,"laying","tGravityAccMag",-0.9768,-0.9644
26,"sitting","tGravityAccMag",-0.9531,-0.9336
26,"standing","tGravityAccMag",-0.9685,-0.9627
26,"walking","tGravityAccMag",-0.2234,-0.4218
26,"walking downstairs","tGravityAccMag",0.1144,0.147
26,"walking upstairs","tGravityAccMag",-0.1429,-0.1507
26,"laying","tBodyAccJerkMag",-0.99,-0.9891
26,"sitting","tBodyAccJerkMag",-0.9909,-0.99
26,"standing","tBodyAccJerkMag",-0.987,-0.9826
26,"walking","tBodyAccJerkMag",-0.2908,-0.2794
26,"walking downstairs","tBodyAccJerkMag",-0.1489,-0.1113
26,"walking upstairs","tBodyAccJerkMag",-0.4045,-0.3345
26,"laying","tBodyGyroMag",-0.9519,-0.9657
26,"sitting","tBodyGyroMag",-0.9541,-0.9647
26,"standing","tBodyGyroMag",-0.9687,-0.9627
26,"walking","tBodyGyroMag",-0.3921,-0.5383
26,"walking downstairs","tBodyGyroMag",-0.2353,-0.2962
26,"walking upstairs","tBodyGyroMag",-0.3444,-0.514
26,"laying","tBodyGyroJerkMag",-0.9922,-0.9899
26,"sitting","tBodyGyroJerkMag",-0.9945,-0.994
26,"standing","tBodyGyroJerkMag",-0.9885,-0.9843
26,"walking","tBodyGyroJerkMag",-0.5124,-0.6035
26,"walking downstairs","tBodyGyroJerkMag",-0.4188,-0.4631
26,"walking upstairs","tBodyGyroJerkMag",-0.6481,-0.6618
26,"laying","fBodyAcc X",-0.9733,-0.968
26,"sitting","fBodyAcc X",-0.9826,-0.9788
26,"standing","fBodyAcc X",-0.992,-0.9937
26,"walking","fBodyAcc X",-0.322,-0.348
26,"walking downstairs","fBodyAcc X",0.0228,0.2268
26,"walking upstairs","fBodyAcc X",-0.2428,-0.1428
26,"laying","fBodyAcc Y",-0.9837,-0.9833
26,"sitting","fBodyAcc Y",-0.9543,-0.9378
26,"standing","fBodyAcc Y",-0.9584,-0.9478
26,"walking","fBodyAcc Y",-0.1467,-0.1857
26,"walking downstairs","fBodyAcc Y",-0.0062,-0.0783
26,"walking upstairs","fBodyAcc Y",-0.1855,-0.0439
26,"laying","fBodyAcc Z",-0.9849,-0.9849
26,"sitting","fBodyAcc Z",-0.9675,-0.9448
26,"standing","fBodyAcc Z",-0.9732,-0.96
26,"walking","fBodyAcc Z",-0.3395,-0.3844
26,"walking downstairs","fBodyAcc Z",-0.2796,-0.3466
26,"walking upstairs","fBodyAcc Z",-0.4995,-0.4009
26,"laying","fBodyAccJerk X",-0.9892,-0.9904
26,"sitting","fBodyAccJerk X",-0.992,-0.9933
26,"standing","fBodyAccJerk X",-0.9906,-0.9913
26,"walking","fBodyAccJerk X",-0.3642,-0.3511
26,"walking downstairs","fBodyAccJerk X",-0.2014,-0.1308
26,"walking upstairs","fBodyAccJerk X",-0.3045,-0.3421
26,"laying","fBodyAccJerk Y",-0.9871,-0.9882
26,"sitting","fBodyAccJerk Y",-0.9859,-0.9878
26,"standing","fBodyAccJerk Y",-0.9763,-0.9774
26,"walking","fBodyAccJerk Y",-0.2985,-0.272
26,"walking downstairs","fBodyAccJerk Y",-0.1656,-0.0615
26,"walking upstairs","fBodyAccJerk Y",-0.4193,-0.4201
26,"laying","fBodyAccJerk Z",-0.9873,-0.9894
26,"sitting","fBodyAccJerk Z",-0.988,-0.9907
26,"standing","fBodyAccJerk Z",-0.9846,-0.9874
26,"walking","fBodyAccJerk Z",-0.3987,-0.3965
26,"walking downstairs","fBodyAccJerk Z",-0.3601,-0.3967
26,"walking upstairs","fBodyAccJerk Z",-0.6397,-0.7157
26,"laying","fBodyGyro X",-0.9884,-0.991
26,"sitting","fBodyGyro X",-0.9901,-0.9913
26,"standing","fBodyGyro X",-0.9694,-0.9753
26,"walking","fBodyGyro X",-0.3681,-0.533
26,"walking downstairs","fBodyGyro X",-0.1259,-0.3982
26,"walking upstairs","fBodyGyro X",-0.4277,-0.5908
26,"laying","fBodyGyro Y",-0.9831,-0.9775
26,"sitting","fBodyGyro Y",-0.9817,-0.9695
26,"standing","fBodyGyro Y",-0.9839,-0.9817
26,"walking","fBodyGyro Y",-0.5618,-0.5879
26,"walking downstairs","fBodyGyro Y",-0.4431,-0.4975
26,"walking upstairs","fBodyGyro Y",-0.6171,-0.5982
26,"laying","fBodyGyro Z",-0.9702,-0.9718
26,"sitting","fBodyGyro Z",-0.9704,-0.9683
26,"standing","fBodyGyro Z",-0.9745,-0.9774
26,"walking","fBodyGyro Z",-0.3185,-0.4262
26,"walking downstairs","fBodyGyro Z",-0.2214,-0.4345
26,"walking upstairs","fBodyGyro Z",-0.3427,-0.3621
26,"laying","fBodyAccMag",-0.9693,-0.9666
26,"sitting","fBodyAccMag",-0.9524,-0.9346
26,"standing","fBodyAccMag",-0.9706,-0.9639
26,"walking","fBodyAccMag",-0.3798,-0.5372
26,"walking downstairs","fBodyAccMag",0.0751,0.0057
26,"walking upstairs","fBodyAccMag",-0.1676,-0.2742
26,"laying","fBodyBodyAccJerkMag",-0.9891,-0.9879
26,"sitting","fBodyBodyAccJerkMag",-0.9895,-0.9895
26,"standing","fBodyBodyAccJerkMag",-0.9829,-0.9811
26,"walking","fBodyBodyAccJerkMag",-0.2934,-0.2689
26,"walking downstairs","fBodyBodyAccJerkMag",-0.1532,-0.0679
26,"walking upstairs","fBodyBodyAccJerkMag",-0.295,-0.3937
26,"laying","fBodyBodyGyroMag",-0.9743,-0.9661
26,"sitting","fBodyBodyGyroMag",-0.9765,-0.9637
26,"standing","fBodyBodyGyroMag",-0.9723,-0.963
26,"walking","fBodyBodyGyroMag",-0.5519,-0.6095
26,"walking downstairs","fBodyBodyGyroMag",-0.3345,-0.393
26,"walking upstairs","fBodyBodyGyroMag",-0.5561,-0.5696
26,"laying","fBodyBodyGyroJerkMag",-0.9904,-0.9896
26,"sitting","fBodyBodyGyroJerkMag",-0.994,-0.9942
26,"standing","fBodyBodyGyroJerkMag",-0.9858,-0.9833
26,"walking","fBodyBodyGyroJerkMag",-0.6195,-0.6129
26,"walking downstairs","fBodyBodyGyroJerkMag",-0.4722,-0.4895
26,"walking upstairs","fBodyBodyGyroJerkMag",-0.6736,-0.6698
27,"laying","tBodyAcc X",0.2741,-0.9785
27,"sitting","tBodyAcc X",0.2739,-0.9886
27,"standing","tBodyAcc X",0.2796,-0.992
27,"walking","tBodyAcc X",0.2768,-0.3485
27,"walking downstairs","tBodyAcc X",0.2975,0.1674
27,"walking upstairs","tBodyAcc X",0.2658,-0.2954
27,"laying","tBodyAcc Y",-0.018,-0.9837
27,"sitting","tBodyAcc Y",-0.0155,-0.9716
27,"standing","tBodyAcc Y",-0.0166,-0.9552
27,"walking","tBodyAcc Y",-0.0166,-0.1873
27,"walking downstairs","tBodyAcc Y",-0.0136,-0.098
27,"walking upstairs","tBodyAcc Y",-0.0201,-0.095
27,"laying","tBodyAcc Z",-0.1077,-0.9866
27,"sitting","tBodyAcc Z",-0.1055,-0.9659
27,"standing","tBodyAcc Z",-0.1078,-0.9624
27,"walking","tBodyAcc Z",-0.1128,-0.2973
27,"walking downstairs","tBodyAcc Z",-0.1128,-0.24
27,"walking upstairs","tBodyAcc Z",-0.1235,-0.2307
27,"laying","tGravityAcc X",-0.5304,-0.9712
27,"sitting","tGravityAcc X",0.8395,-0.9824
27,"standing","tGravityAcc X",0.9654,-0.994
27,"walking","tGravityAcc X",0.9448,-0.9799
27,"walking downstairs","tGravityAcc X",0.9314,-0.947
27,"walking upstairs","tGravityAcc X",0.868,-0.9564
27,"laying","tGravityAcc Y",0.5679,-0.9937
27,"sitting","tGravityAcc Y",0.2129,-0.9826
27,"standing","tGravityAcc Y",-0.1885,-0.9796
27,"walking","tGravityAcc Y",-0.1875,-0.9738
27,"walking downstairs","tGravityAcc Y",-0.1669,-0.935
27,"walking upstairs","tGravityAcc Y",-0.2293,-0.9477
27,"laying","tGravityAcc Z",0.8454,-0.9891
27,"sitting","tGravityAcc Z",0.2764,-0.9673
27,"standing","tGravityAcc Z",-0.0056,-0.9682
27,"walking","tGravityAcc Z",-0.1262,-0.9566
27,"walking downstairs","tGravityAcc Z",-0.14,-0.9209
27,"walking upstairs","tGravityAcc Z",-0.2946,-0.9267
27,"laying","tBodyAccJerk X",0.0766,-0.9865
27,"sitting","tBodyAccJerk X",0.0779,-0.9907
27,"standing","tBodyAccJerk X",0.075,-0.9876
27,"walking","tBodyAccJerk X",0.0684,-0.3162
27,"walking downstairs","tBodyAccJerk X",0.0936,-0.0036
27,"walking upstairs","tBodyAccJerk X",0.0735,-0.4681
27,"laying","tBodyAccJerk Y",0.0126,-0.9852
27,"sitting","tBodyAccJerk Y",0.0047,-0.9851
27,"standing","tBodyAccJerk Y",0.0122,-0.9758
27,"walking","tBodyAccJerk Y",0.0016,-0.1041
27,"walking downstairs","tBodyAccJerk Y",0.016,-0.1385
27,"walking upstairs","tBodyAccJerk Y",-0.014,-0.4268
27,"laying","tBodyAccJerk Z",-7e-04,-0.9897
27,"sitting","tBodyAccJerk Z",-0.0061,-0.9889
27,"standing","tBodyAccJerk Z",-0.0014,-0.9874
27,"walking","tBodyAccJerk Z",-0.0208,-0.4012
27,"walking downstairs","tBodyAccJerk Z",-0.0099,-0.4093
27,"walking upstairs","tBodyAccJerk Z",0.0067,-0.6337
27,"laying","tBodyGyro X",-0.0195,-0.9888
27,"sitting","tBodyGyro X",-0.0372,-0.9885
27,"standing","tBodyGyro X",-0.0267,-0.9699
27,"walking","tBodyGyro X",-0.0856,-0.6069
27,"walking downstairs","tBodyGyro X",-0.1598,-0.3637
27,"walking upstairs","tBodyGyro X",-0.094,-0.5625
27,"laying","tBodyGyro Y",-0.0958,-0.9843
27,"sitting","tBodyGyro Y",-0.0797,-0.9821
27,"standing","tBodyGyro Y",-0.0675,-0.9825
27,"walking","tBodyGyro Y",-0.0365,-0.5299
27,"walking downstairs","tBodyGyro Y",-0.0163,-0.4818
27,"walking upstairs","tBodyGyro Y",0.0021,-0.588
27,"laying","tBodyGyro Z",0.1187,-0.9784
27,"sitting","tBodyGyro Z",0.0834,-0.9757
27,"standing","tBodyGyro Z",0.0717,-0.9813
27,"walking","tBodyGyro Z",0.1183,-0.2501
27,"walking downstairs","tBodyGyro Z",0.1527,-0.2578
27,"walking upstairs","tBodyGyro Z",0.1401,-0.17
27,"laying","tBodyGyroJerk X",-0.1011,-0.9935
27,"sitting","tBodyGyroJerk X",-0.0952,-0.9936
27,"standing","tBodyGyroJerk X",-0.0988,-0.9826
27,"walking","tBodyGyroJerk X",-0.0786,-0.5233
27,"walking downstairs","tBodyGyroJerk X",-0.0516,-0.4938
27,"walking upstairs","tBodyGyroJerk X",-0.0938,-0.6958
27,"laying","tBodyGyroJerk Y",-0.0362,-0.993
27,"sitting","tBodyGyroJerk Y",-0.0396,-0.9922
27,"standing","tBodyGyroJerk Y",-0.0417,-0.9908
27,"walking","tBodyGyroJerk Y",-0.0477,-0.6341
27,"walking downstairs","tBodyGyroJerk Y",-0.0642,-0.4595
27,"walking upstairs","tBodyGyroJerk Y",-0.0509,-0.7111
27,"laying","tBodyGyroJerk Z",-0.0643,-0.9933
27,"sitting","tBodyGyroJerk Z",-0.0504,-0.9918
27,"standing","tBodyGyroJerk Z",-0.0514,-0.989
27,"walking","tBodyGyroJerk Z",-0.065,-0.4263
27,"walking downstairs","tBodyGyroJerk Z",-0.0621,-0.3073
27,"walking upstairs","tBodyGyroJerk Z",-0.0629,-0.6769
27,"laying","tBodyAccMag",-0.9821,-0.9789
27,"sitting","tBodyAccMag",-0.9795,-0.9695
27,"standing","tBodyAccMag",-0.9728,-0.9664
27,"walking","tBodyAccMag",-0.2389,-0.4074
27,"walking downstairs","tBodyAccMag",0.1081,0.1212
27,"walking upstairs","tBodyAccMag",-0.1606,-0.3799
27,"laying","tGravityAccMag",-0.9821,-0.9789
27,"sitting","tGravityAccMag",-0.9795,-0.9695
27,"standing","tGravityAccMag",-0.9728,-0.9664
27,"walking","tGravityAccMag",-0.2389,-0.4074
27,"walking downstairs","tGravityAccMag",0.1081,0.1212
27,"walking upstairs","tGravityAccMag",-0.1606,-0.3799
27,"laying","tBodyAccJerkMag",-0.9884,-0.9886
27,"sitting","tBodyAccJerkMag",-0.9895,-0.9892
27,"standing","tBodyAccJerkMag",-0.9853,-0.9842
27,"walking","tBodyAccJerkMag",-0.2305,-0.2661
27,"walking downstairs","tBodyAccJerkMag",-0.1154,-0.0386
27,"walking upstairs","tBodyAccJerkMag",-0.4791,-0.4646
27,"laying","tBodyGyroMag",-0.9669,-0.9719
27,"sitting","tBodyGyroMag",-0.9636,-0.9708
27,"standing","tBodyGyroMag",-0.9687,-0.9657
27,"walking","tBodyGyroMag",-0.3966,-0.4825
27,"walking downstairs","tBodyGyroMag",-0.1648,-0.308
27,"walking upstairs","tBodyGyroMag",-0.2861,-0.5018
27,"laying","tBodyGyroJerkMag",-0.9944,-0.9935
27,"sitting","tBodyGyroJerkMag",-0.994,-0.9921
27,"standing","tBodyGyroJerkMag",-0.9895,-0.9888
27,"walking","tBodyGyroJerkMag",-0.5626,-0.6187
27,"walking downstairs","tBodyGyroJerkMag",-0.4405,-0.4658
27,"walking upstairs","tBodyGyroJerkMag",-0.6999,-0.7247
27,"laying","fBodyAcc X",-0.9806,-0.9776
27,"sitting","fBodyAcc X",-0.9887,-0.9887
27,"standing","fBodyAcc X",-0.9901,-0.9929
27,"walking","fBodyAcc X",-0.3087,-0.3653
27,"walking downstairs","fBodyAcc X",0.083,0.1949
27,"walking upstairs","fBodyAcc X",-0.4176,-0.2535
27,"laying","fBodyAcc Y",-0.9829,-0.9843
27,"sitting","fBodyAcc Y",-0.9741,-0.9713
27,"standing","fBodyAcc Y",-0.9614,-0.9544
27,"walking","fBodyAcc Y",-0.1368,-0.2677
27,"walking downstairs","fBodyAcc Y",-0.0627,-0.1756
27,"walking upstairs","fBodyAcc Y",-0.2497,-0.0794
27,"laying","fBodyAcc Z",-0.9874,-0.9866
27,"sitting","fBodyAcc Z",-0.9747,-0.9632
27,"standing","fBodyAcc Z",-0.9741,-0.9589
27,"walking","fBodyAcc Z",-0.3124,-0.3455
27,"walking downstairs","fBodyAcc Z",-0.2416,-0.3031
27,"walking upstairs","fBodyAcc Z",-0.4189,-0.1973
27,"laying","fBodyAccJerk X",-0.9867,-0.9875
27,"sitting","fBodyAccJerk X",-0.9908,-0.9913
27,"standing","fBodyAccJerk X",-0.9878,-0.9886
27,"walking","fBodyAccJerk X",-0.3455,-0.3466
27,"walking downstairs","fBodyAccJerk X",-0.0438,-0.0523
27,"walking upstairs","fBodyAccJerk X",-0.5031,-0.4789
27,"laying","fBodyAccJerk Y",-0.9853,-0.9861
27,"sitting","fBodyAccJerk Y",-0.9852,-0.9861
27,"standing","fBodyAccJerk Y",-0.9759,-0.9776
27,"walking","fBodyAccJerk Y",-0.1948,-0.0655
27,"walking downstairs","fBodyAccJerk Y",-0.171,-0.1632
27,"walking upstairs","fBodyAccJerk Y",-0.4425,-0.4501
27,"laying","fBodyAccJerk Z",-0.988,-0.9899
27,"sitting","fBodyAccJerk Z",-0.9871,-0.9893
27,"standing","fBodyAccJerk Z",-0.9851,-0.9882
27,"walking","fBodyAccJerk Z",-0.3826,-0.418
27,"walking downstairs","fBodyAccJerk Z",-0.3436,-0.4748
27,"walking upstairs","fBodyAccJerk Z",-0.6085,-0.6571
27,"laying","fBodyGyro X",-0.987,-0.9894
27,"sitting","fBodyGyro X",-0.9872,-0.989
27,"standing","fBodyGyro X",-0.9701,-0.9702
27,"walking","fBodyGyro X",-0.498,-0.6423
27,"walking downstairs","fBodyGyro X",-0.2966,-0.391
27,"walking upstairs","fBodyGyro X",-0.5444,-0.5743
27,"laying","fBodyGyro Y",-0.9868,-0.9831
27,"sitting","fBodyGyro Y",-0.9841,-0.981
27,"standing","fBodyGyro Y",-0.9837,-0.9819
27,"walking","fBodyGyro Y",-0.5347,-0.5309
27,"walking downstairs","fBodyGyro Y",-0.4021,-0.543
27,"walking upstairs","fBodyGyro Y",-0.5941,-0.5879
27,"laying","fBodyGyro Z",-0.9792,-0.9801
27,"sitting","fBodyGyro Z",-0.9768,-0.9776
27,"standing","fBodyGyro Z",-0.9809,-0.9831
27,"walking","fBodyGyro Z",-0.3182,-0.2978
27,"walking downstairs","fBodyGyro Z",-0.1449,-0.3678
27,"walking upstairs","fBodyGyro Z",-0.4005,-0.1835
27,"laying","fBodyAccMag",-0.9814,-0.9803
27,"sitting","fBodyAccMag",-0.9748,-0.9709
27,"standing","fBodyAccMag",-0.9732,-0.9675
27,"walking","fBodyAccMag",-0.3272,-0.5504
27,"walking downstairs","fBodyAccMag",0.1498,-0.0712
27,"walking upstairs","fBodyAccMag",-0.3939,-0.4687
27,"laying","fBodyBodyAccJerkMag",-0.9881,-0.9882
27,"sitting","fBodyBodyAccJerkMag",-0.9888,-0.9885
27,"standing","fBodyBodyAccJerkMag",-0.9842,-0.983
27,"walking","fBodyBodyAccJerkMag",-0.2599,-0.2797
27,"walking downstairs","fBodyBodyAccJerkMag",0.0109,-0.1136
27,"walking upstairs","fBodyBodyAccJerkMag",-0.4608,-0.473
27,"laying","fBodyBodyGyroMag",-0.9799,-0.9718
27,"sitting","fBodyBodyGyroMag",-0.9795,-0.9705
27,"standing","fBodyBodyGyroMag",-0.9755,-0.9654
27,"walking","fBodyBodyGyroMag",-0.5195,-0.5469
27,"walking downstairs","fBodyBodyGyroMag",-0.3591,-0.398
27,"walking upstairs","fBodyBodyGyroMag",-0.6077,-0.5233
27,"laying","fBodyBodyGyroJerkMag",-0.9936,-0.9936
27,"sitting","fBodyBodyGyroJerkMag",-0.9924,-0.992
27,"standing","fBodyBodyGyroJerkMag",-0.9894,-0.9886
27,"walking","fBodyBodyGyroJerkMag",-0.6233,-0.6392
27,"walking downstairs","fBodyBodyGyroJerkMag",-0.4678,-0.5028
27,"walking upstairs","fBodyBodyGyroJerkMag",-0.7192,-0.7517
28,"laying","tBodyAcc X",0.2759,-0.9689
28,"sitting","tBodyAcc X",0.277,-0.9833
28,"standing","tBodyAcc X",0.2778,-0.9777
28,"walking","tBodyAcc X",0.2812,-0.293
28,"walking downstairs","tBodyAcc X",0.2936,0.1257
28,"walking upstairs","tBodyAcc X",0.262,-0.2421
28,"laying","tBodyAcc Y",-0.0168,-0.9454
28,"sitting","tBodyAcc Y",-0.0185,-0.9399
28,"standing","tBodyAcc Y",-0.0173,-0.8757
28,"walking","tBodyAcc Y",-0.0157,-0.1179
28,"walking downstairs","tBodyAcc Y",-0.022,0.1565
28,"walking upstairs","tBodyAcc Y",-0.0279,-0.1468
28,"laying","tBodyAcc Z",-0.1083,-0.9565
28,"sitting","tBodyAcc Z",-0.1115,-0.9367
28,"standing","tBodyAcc Z",-0.1066,-0.9051
28,"walking","tBodyAcc Z",-0.1037,-0.3009
28,"walking downstairs","tBodyAcc Z",-0.1086,-0.341
28,"walking upstairs","tBodyAcc Z",-0.1215,-0.286
28,"laying","tGravityAcc X",-0.4903,-0.9706
28,"sitting","tGravityAcc X",0.9073,-0.9891
28,"standing","tGravityAcc X",0.9485,-0.9901
28,"walking","tGravityAcc X",0.9429,-0.9767
28,"walking downstairs","tGravityAcc X",0.9293,-0.9569
28,"walking upstairs","tGravityAcc X",0.8545,-0.9447
28,"laying","tGravityAcc Y",0.1441,-0.9698
28,"sitting","tGravityAcc Y",-0.1126,-0.9718
28,"standing","tGravityAcc Y",-0.2477,-0.9628
28,"walking","tGravityAcc Y",-0.2293,-0.9688
28,"walking downstairs","tGravityAcc Y",-0.2359,-0.9484
28,"walking upstairs","tGravityAcc Y",-0.3332,-0.9276
28,"laying","tGravityAcc Z",0.0158,-0.9791
28,"sitting","tGravityAcc Z",0.1354,-0.9561
28,"standing","tGravityAcc Z",-0.0386,-0.9518
28,"walking","tGravityAcc Z",-0.1259,-0.9442
28,"walking downstairs","tGravityAcc Z",-0.1215,-0.9171
28,"walking upstairs","tGravityAcc Z",-0.2652,-0.9005
28,"laying","tBodyAccJerk X",0.0781,-0.9802
28,"sitting","tBodyAccJerk X",0.0769,-0.9763
28,"standing","tBodyAccJerk X",0.0753,-0.9686
28,"walking","tBodyAccJerk X",0.0931,-0.3357
28,"walking downstairs","tBodyAccJerk X",0.0973,-0.0168
28,"walking upstairs","tBodyAccJerk X",0.0707,-0.3127
28,"laying","tBodyAccJerk Y",0.0059,-0.9787
28,"sitting","tBodyAccJerk Y",0.0148,-0.9622
28,"standing","tBodyAccJerk Y",0.0091,-0.9338
28,"walking","tBodyAccJerk Y",0.0226,-0.2201
28,"walking downstairs","tBodyAccJerk Y",0.0143,0.0266
28,"walking upstairs","tBodyAccJerk Y",0.0223,-0.3316
28,"laying","tBodyAccJerk Z",0.006,-0.9731
28,"sitting","tBodyAccJerk Z",3e-04,-0.9763
28,"standing","tBodyAccJerk Z",-0.0027,-0.9698
28,"walking","tBodyAccJerk Z",-0.0076,-0.5375
28,"walking downstairs","tBodyAccJerk Z",0.0012,-0.4271
28,"walking upstairs","tBodyAccJerk Z",0.0075,-0.6375
28,"laying","tBodyGyro X",-0.0174,-0.9552
28,"sitting","tBodyGyro X",-0.0339,-0.9797
28,"standing","tBodyGyro X",-0.0253,-0.884
28,"walking","tBodyGyro X",-0.1059,-0.5038
28,"walking downstairs","tBodyGyro X",-0.1411,-0.2681
28,"walking upstairs","tBodyGyro X",-0.1294,-0.5188
28,"laying","tBodyGyro Y",-0.0974,-0.9601
28,"sitting","tBodyGyro Y",-0.0674,-0.9563
28,"standing","tBodyGyro Y",-0.0739,-0.94
28,"walking","tBodyGyro Y",-0.0173,-0.4977
28,"walking downstairs","tBodyGyro Y",0.0071,-0.2594
28,"walking upstairs","tBodyGyro Y",0.0212,-0.4793
28,"laying","tBodyGyro Z",0.0936,-0.9624
28,"sitting","tBodyGyro Z",0.087,-0.9566
